
utilities/positives/bruce1.JPG;1
utilities/positives/bruce2.JPG;1
utilities/positives/bruce3.JPG;1
utilities/positives/bruce4.JPG;1
utilities/positives/bruce5.JPG;1
utilities/positives/bruce6.JPG;1
utilities/positives/bruce7.JPG;1
utilities/positives/bruce8.JPG;1

utilities/positives/victor1.JPG;2
utilities/positives/victor2.JPG;2
utilities/positives/victor3.JPG;2
utilities/positives/victor4.JPG;2
utilities/positives/victor5.JPG;2
utilities/positives/victor6.JPG;2
utilities/positives/victor7.JPG;2
utilities/positives/victor8.JPG;2
